Symbol,Buy/Sell,Quantity,Price
GGG,Buy,290,580
VVV,Buy,870,1394.3
NEH,Buy,80,520
VVV,Buy,900,1410.7
EEE,Sell,270,1331.7
VVV,Buy,310,1419.6
VVV,Sell,300,1389.2
MMM,Sell,300,1696.2
MMM,Buy,880,1695.1
TQM,Sell,560,1064.5
FVD,Buy,910,661
RRR,Buy,760,115
RRR,Buy,690,113
GKH,Sell,480,1334.6
FVD,Buy,540,663
PDB,Sell,60,469
GKH,Buy,490,1335
SSS,Sell,290,882
PDB,Sell,440,465
MMM,Sell,960,1734
CCC,Buy,590,1241.4
KKK,Buy,890,1672.1
RRR,Sell,980,111
CCC,Sell,140,1237.4
EEE,Buy,610,1318.7
JJJ,Sell,680,734
BBB,Buy,550,466
RRR,Sell,650,114
BBB,Buy,270,464
KKK,Buy,670,1668.9
GKH,Sell,460,1322
FFF,Buy,440,249
FFF,Buy,20,244
TTT,Buy,470,1313.9
VVV,Buy,520,1402
RRR,Buy,380,114
VVV,Sell,960,1410.6
AAA,Sell,90,1215.6
EEE,Buy,430,1320.9
TTT,Sell,80,1325.9
SSS,Buy,530,874
FFF,Sell,940,249
BBB,Buy,530,472
GGG,Buy,510,588
GKH,Sell,350,1344.4
PDB,Sell,890,472
AAA,Sell,770,1224.6
VVV,Buy,910,1421.9
DDD,Buy,470,1575
FVD,Sell,240,646
GGG,Buy,60,581
GGG,Sell,970,590
MDU,Sell,720,1631
KKK,Sell,520,1670.8
BBB,Buy,60,457
TTT,Buy,310,1326
CCC,Sell,880,1264.6
CCC,Buy,840,1235
SSS,Buy,490,876
FFF,Buy,390,244
HRT,Sell,150,915
FVD,Buy,950,648
EEE,Buy,820,1325.8
PPP,Sell,860,950
SSS,Sell,50,879
CCC,Sell,440,1249
HRT,Sell,170,905
VVV,Buy,580,1406.4
YYY,Buy,740,61
BBB,Sell,520,463
VVV,Sell,510,1415.9
FFF,Buy,540,248
RRR,Buy,860,114
RRR,Sell,810,113
GGG,Buy,820,588
AAA,Sell,170,1221.4
TTT,Sell,420,1333.6
VVV,Buy,590,1408.7
MDU,Sell,600,1653.8
AAA,Sell,500,1195.8
PPP,Buy,890,952
BBB,Sell,980,470
GKH,Buy,400,1302.8
TQM,Buy,640,1061.2
GGG,Buy,230,594
VVV,Sell,240,1399.4
FFF,Buy,210,250
SSS,Sell,970,880
EEE,Sell,570,1333
SSS,Buy,800,866
SSS,Buy,290,863
PDB,Buy,770,468
AAA,Buy,200,1186.1
MMM,Buy,730,1709.3
BBB,Buy,160,461
AAA,Sell,390,1226.2
HRT,Buy,160,909
HRT,Buy,430,905
PPP,Sell,30,951
RRR,Sell,480,112
MDU,Buy,220,1614.3
NNN,Sell,10,626
GKH,Buy,660,1334.1
FFF,Sell,130,248
FVD,Buy,880,648
CGG,Sell,350,1408.3
VVV,Sell,480,1418.6
GGG,Sell,950,601
ZZZ,Sell,750,1690.5
MDU,Sell,620,1637.4
TQM,Buy,60,1082.4
PDB,Buy,950,460
FFF,Sell,590,249
TTT,Sell,360,1351.6
VVV,Buy,850,1396.2
CGG,Buy,780,1416
KKK,Sell,700,1704.4
MDU,Buy,240,1639.6
GGG,Sell,960,595
FFF,Sell,160,249
VVV,Buy,180,1399
GKH,Buy,300,1316.7
CCC,Sell,270,1236.6
CCC,Sell,890,1249.6
FFF,Sell,370,248
NEH,Buy,330,519
VVV,Buy,460,1394.6
GGG,Sell,630,600
TTT,Buy,350,1325.5
KKK,Sell,190,1640.9
PPP,Buy,920,962
MDU,Sell,300,1654.3
EEE,Buy,470,1318.2
AAA,Buy,290,1214
EEE,Sell,930,1320.6
TTT,Sell,440,1319.6
AAA,Sell,820,1204.8
MMM,Buy,430,1701.2
DLH,Buy,790,175
HRT,Buy,440,915
MDU,Sell,880,1610.6
GGG,Sell,710,588
TTT,Sell,840,1329.2
FFF,Sell,980,244
QQQ,Buy,890,1663.4
FFF,Buy,850,243
EEE,Sell,970,1317.3
FFF,Sell,580,244
KKK,Sell,550,1676.7
EEE,Sell,360,1327.6
SSS,Buy,990,873
PDB,Sell,520,464
BBB,Sell,880,456
VVV,Sell,10,1397.4
PPP,Sell,510,945
HRT,Sell,820,898
RRR,Buy,820,114
JJJ,Sell,460,750
MMM,Sell,280,1700.1
FFF,Buy,170,245
VVV,Buy,410,1417.9
NNN,Buy,630,626
FFF,Sell,320,245
TTT,Buy,790,1340.4
SSS,Sell,410,877
GGG,Buy,620,585
SSS,Sell,870,853
KKK,Sell,800,1686.3
DDD,Buy,940,1554.9
NNN,Sell,350,628
FFF,Buy,840,247
GKH,Buy,150,1336.4
EEE,Sell,910,1315.4
TQM,Sell,350,1057.8
DLH,Sell,220,174
RRR,Buy,280,112
GKH,Buy,580,1330.6
CCC,Sell,420,1228.2
GKH,Buy,90,1325.7
GKH,Buy,880,1332.2
KKK,Buy,130,1674.5
CCC,Sell,820,1231.5
MDU,Sell,10,1657.1
HRT,Buy,350,914
PPP,Buy,760,962
TTT,Buy,640,1344.5
CCC,Sell,370,1229.5
TTT,Sell,960,1335.2
PDB,Buy,310,472
BBB,Sell,920,463
NEH,Buy,700,511
DLH,Buy,730,174
FVD,Buy,610,666
EEE,Sell,770,1338.5
HRT,Sell,790,905
PDB,Sell,660,464
SSS,Sell,260,880
YYY,Buy,710,62
EEE,Buy,950,1343.8
NEH,Buy,640,517
EEE,Sell,570,1329.6
PPP,Sell,100,938
HHH,Buy,740,1943.9
NEH,Buy,140,514
HRT,Sell,920,900
PDB,Sell,510,468
NEH,Sell,180,515
NNN,Buy,920,632
HSW,Sell,970,1072.9
PPP,Buy,920,959
RRR,Buy,430,115
GGG,Sell,890,590
GGG,Sell,60,586
AAA,Buy,980,1235.7
RRR,Sell,590,114
PPP,Sell,610,937
PDB,Buy,120,467
MDU,Buy,280,1634.5
CGG,Sell,680,1419.5
DDD,Sell,350,1590.1
TTT,Sell,360,1316.4
BBB,Sell,160,458
PDB,Sell,530,463
CCC,Buy,840,1261.4
PPP,Buy,650,949
TTT,Sell,900,1336.9
HRT,Buy,290,926
GGG,Sell,570,585
BBB,Buy,180,466
CGG,Sell,110,1413.2
MMM,Sell,70,1670.1
AAA,Buy,570,1217.9
TTT,Sell,330,1327.9
CGG,Buy,280,1453.8
GKH,Sell,780,1326.9
FVD,Sell,240,666
UUU,Buy,260,687
RRR,Buy,720,116
VVV,Sell,630,1403.1
SSS,Buy,900,862
PDB,Buy,760,464
AAA,Sell,890,1215.5
PPP,Sell,450,938
MDU,Buy,850,1652
SSS,Sell,230,872
RRR,Buy,20,113
FFF,Sell,490,245
HRT,Sell,910,914
FVD,Sell,640,660
AAA,Sell,660,1252.9
HSW,Buy,740,1069.6
BBB,Sell,30,474
CCC,Buy,190,1260.8
NEH,Sell,880,525
CCC,Sell,170,1263.9
GGG,Buy,910,595
TQM,Sell,690,1057.7
GGG,Buy,480,589
BBB,Buy,500,477
TTT,Buy,680,1317.2
WWW,Buy,650,1499
CCC,Buy,310,1250.2
GGG,Sell,830,583
JJJ,Buy,920,738
NEH,Buy,510,521
CCC,Sell,710,1268.6
GKH,Buy,760,1309
MMM,Sell,560,1719.3
RRR,Buy,530,114
MMM,Buy,620,1681.5
GKH,Sell,660,1339.6
TQM,Sell,560,1071.2
TQM,Sell,170,1063.7
VVV,Buy,330,1390.8
CCC,Sell,810,1243.1
TQM,Buy,600,1063.6
DLH,Sell,590,176
TTT,Sell,920,1330.2
UUU,Sell,170,665
HRT,Buy,740,907
SSS,Sell,500,869
FFF,Buy,340,252
GGG,Buy,400,601
CCC,Buy,200,1240
AAA,Sell,380,1204.8
BBB,Buy,310,463
AAA,Sell,560,1218.3
TTT,Buy,50,1322.2
NEH,Sell,920,515
MMM,Buy,440,1689.2
VVV,Buy,970,1401.9
DLH,Sell,980,173
PDB,Buy,760,465
VVV,Sell,130,1426.3
PDB,Buy,710,477
VVV,Buy,840,1405.7
MMM,Sell,990,1677.9
MMM,Sell,60,1694.7
HSW,Sell,140,1035.4
TTT,Buy,20,1335.9
TTT,Buy,240,1319.8
TQM,Sell,280,1065.3
TQM,Buy,730,1086.9
MDU,Sell,390,1653.8
DLH,Buy,310,174
QQQ,Sell,660,1702.9
RRR,Buy,730,114
HRT,Buy,110,924
DLH,Buy,650,172
MDU,Sell,990,1643.3
DDD,Sell,540,1599.1
AAA,Buy,530,1193.7
EEE,Sell,490,1316.5
AAA,Sell,900,1231.8
BBB,Buy,670,463
CCC,Sell,300,1231.6
NNN,Sell,850,625
EEE,Buy,580,1309.6
TTT,Buy,830,1319.3
FVD,Sell,710,648
VVV,Sell,250,1404.6
MMM,Buy,210,1666.4
FFF,Sell,110,247
TTT,Buy,560,1346.1
GGG,Buy,290,598
DLH,Sell,390,175
SSS,Buy,390,875
HRT,Sell,50,919
UUU,Buy,400,681
RRR,Buy,310,113
MDU,Sell,180,1661.5
SSS,Sell,610,874
PDB,Buy,410,466
EEE,Buy,440,1303.5
BBB,Buy,670,459
GKH,Sell,980,1325.6
GKH,Buy,960,1323.9
CCC,Buy,460,1244.4
TTT,Sell,960,1331.6
VVV,Sell,90,1412
NEH,Buy,380,508
GKH,Sell,140,1344.1
CCC,Buy,940,1243.9
CCC,Sell,60,1241.7
FVD,Sell,870,674
AAA,Sell,330,1202.2
AAA,Buy,850,1187.7
BBB,Sell,80,468
AAA,Sell,660,1209.9
VVV,Sell,580,1394.4
TTT,Sell,790,1339.6
HRT,Buy,490,914
EEE,Buy,280,1315.9
CCC,Buy,680,1223.5
GGG,Sell,910,592
EEE,Sell,50,1311.3
TTT,Buy,970,1331.2
TQM,Sell,610,1061.5
CCC,Buy,390,1233.5
EEE,Sell,810,1329.1
HRT,Sell,660,899
MMM,Buy,560,1666.1
CGG,Buy,410,1432.5
BBB,Sell,80,466
DLH,Sell,570,176
HHH,Buy,590,1959.3
HRT,Buy,910,905
NEH,Buy,620,519
MMM,Buy,550,1687.4
TQM,Buy,640,1076.3
EEE,Sell,170,1310.4
RRR,Buy,410,114
EEE,Sell,170,1321.1
DLH,Sell,160,174
VVV,Sell,720,1421.6
DLH,Buy,980,172
MDU,Sell,900,1644.6
GKH,Sell,450,1322.7
VVV,Buy,650,1398.7
PDB,Sell,660,466
UUU,Sell,810,666
CCC,Buy,60,1231.8
GKH,Sell,240,1319.3
HSW,Buy,620,1057.6
SSS,Buy,920,893
CCC,Buy,110,1252.2
KKK,Buy,720,1693.7
BBB,Sell,210,465
MMM,Sell,250,1659.1
TTT,Sell,20,1332.3
SSS,Sell,580,883
SSS,Sell,590,880
NNN,Buy,720,622
CCC,Buy,300,1266.3
FFF,Buy,860,247
UUU,Sell,500,692
MMM,Buy,280,1696.1
SSS,Sell,630,883
EEE,Sell,410,1327.4
TTT,Buy,320,1340.6
TQM,Sell,460,1065.9
CCC,Buy,590,1235.7
FFF,Sell,630,241
GGG,Sell,540,584
UUU,Buy,480,679
TQM,Sell,780,1064.8
CGG,Buy,440,1425.2
VVV,Buy,420,1411.7
SSS,Sell,350,879
PDB,Buy,520,465
MMM,Sell,70,1697.7
PDB,Sell,190,467
SSS,Sell,470,867
QQQ,Buy,640,1650.4
HSW,Sell,310,1059.8
GKH,Sell,250,1331.9
VVV,Sell,560,1430.8
SSS,Buy,180,858
HRT,Sell,730,897
PDB,Buy,230,474
UUU,Buy,910,684
MMM,Sell,350,1706.8
SSS,Buy,800,863
PPP,Buy,570,964
EEE,Sell,200,1301.4
TTT,Sell,750,1332.7
FVD,Sell,510,674
AAA,Sell,470,1196.4
GKH,Buy,620,1337.4
PDB,Sell,760,462
FVD,Sell,10,660
HRT,Buy,210,896
JJJ,Buy,940,725
GGG,Buy,620,591
BBB,Buy,560,461
PPP,Sell,820,953
BBB,Buy,160,464
GGG,Buy,440,581
AAA,Sell,130,1209
DLH,Buy,330,173
VVV,Buy,140,1428.7
DLH,Sell,880,174
SSS,Buy,310,873
UUU,Sell,970,678
FFF,Sell,770,245
DLH,Sell,460,177
GGG,Buy,150,586
MDU,Buy,610,1641.4
PDB,Sell,920,458
CCC,Sell,620,1228.4
GGG,Buy,60,597
MMM,Buy,550,1642.4
HSW,Buy,50,1062.1
YYY,Buy,490,62
GKH,Buy,610,1355.8
HRT,Sell,250,919
DLH,Buy,710,174
YYY,Sell,890,62
PPP,Sell,490,942
FFF,Sell,550,244
DLH,Buy,140,174
CCC,Buy,30,1253.2
TQM,Buy,570,1075.3
TTT,Sell,520,1313.8
BBB,Buy,850,466
VVV,Buy,660,1415.1
PDB,Sell,270,475
BBB,Sell,770,462
EEE,Buy,670,1327.4
GGG,Sell,220,591
TQM,Sell,940,1057.5
TTT,Sell,400,1315.6
TTT,Buy,310,1312
FFF,Sell,320,246
GKH,Buy,140,1321.6
VVV,Sell,790,1410.9
CGG,Buy,520,1427.8
MMM,Sell,640,1691.2
SSS,Buy,300,872
AAA,Buy,820,1202.2
CCC,Sell,590,1210.5
GKH,Buy,540,1343.6
CGG,Sell,580,1420.6
TQM,Buy,200,1069.3
PDB,Buy,780,470
GKH,Sell,350,1324.6
AAA,Buy,490,1234.4
FFF,Sell,100,243
VVV,Sell,40,1419.8
GGG,Sell,530,597
VVV,Buy,30,1393.2
FVD,Buy,830,668
BBB,Sell,870,470
DLH,Sell,580,174
SSS,Sell,670,883
YYY,Sell,780,62
FFF,Sell,120,246
TQM,Sell,70,1091.9
NNN,Sell,340,624
FFF,Buy,90,243
QQQ,Buy,10,1652.9
FVD,Buy,280,671
MDU,Buy,330,1672.9
DLH,Buy,410,174
CCC,Sell,840,1243.3
DLH,Sell,160,171
AAA,Buy,290,1209.1
FVD,Buy,150,673
AAA,Sell,740,1204.4
VVV,Buy,780,1402.3
DLH,Buy,230,173
GKH,Sell,120,1318.8
VVV,Buy,810,1422.7
DLH,Buy,50,174
SSS,Buy,840,877
BBB,Buy,540,460
BBB,Sell,140,478
TQM,Buy,300,1069.1
GKH,Sell,890,1326.3
KKK,Buy,720,1653.5
EEE,Sell,870,1317.1
GKH,Sell,40,1314.5
PDB,Sell,850,471
PPP,Sell,510,948
CGG,Buy,710,1436.5
FFF,Buy,860,247
HRT,Buy,790,926
PPP,Sell,670,943
PPP,Sell,740,949
EEE,Buy,670,1329.7
SSS,Buy,120,856
NEH,Sell,700,521
PDB,Buy,930,468
VVV,Sell,230,1407
TTT,Buy,440,1340.8
CCC,Buy,300,1235.4
DLH,Buy,790,175
HSW,Buy,80,1069.7
MDU,Sell,70,1649.1
GKH,Sell,780,1330.6
FFF,Buy,330,244
GKH,Buy,280,1336.3
CGG,Buy,690,1392.3
YYY,Sell,900,61
TTT,Sell,330,1309.4
DLH,Buy,740,177
BBB,Buy,670,460
KKK,Sell,790,1688.5
CCC,Buy,700,1245.4
EEE,Sell,770,1337
PPP,Sell,340,960
GGG,Buy,80,591
TQM,Sell,220,1055.9
UUU,Sell,380,680
PDB,Buy,630,465
CCC,Buy,30,1245.1
AAA,Sell,280,1207.4
XXX,Buy,540,1358.2
RRR,Sell,110,113
MDU,Sell,830,1677.2
GKH,Sell,380,1317.9
PDB,Sell,540,470
HSW,Buy,610,1086.9
VVV,Sell,690,1419.7
RRR,Buy,100,114
GGG,Buy,940,590
DLH,Buy,850,174
FFF,Buy,650,249
RRR,Sell,830,113
GGG,Sell,890,589
SSS,Buy,830,864
SSS,Buy,250,875
DLH,Sell,450,175
EEE,Buy,590,1304.2
FFF,Buy,290,243
FVD,Buy,200,659
BBB,Sell,190,465
PPP,Buy,940,937
FVD,Sell,370,656
RRR,Sell,700,113
MDU,Buy,890,1633.9
GGG,Buy,780,589
PDB,Buy,100,457
TQM,Sell,520,1060.4
SSS,Sell,690,884
VVV,Buy,790,1404.2
HRT,Sell,610,932
AAA,Buy,470,1208.5
HRT,Buy,800,910
NNN,Buy,860,629
PPP,Buy,610,948
JJJ,Sell,940,723
TTT,Buy,240,1329.4
MDU,Buy,530,1635
MDU,Buy,230,1659.7
FFF,Sell,240,245
HRT,Sell,370,885
KKK,Buy,230,1674.2
UUU,Sell,30,682
VVV,Buy,40,1421.5
FFF,Sell,950,248
SSS,Sell,290,864
FFF,Buy,700,246
FFF,Sell,20,247
FFF,Buy,10,244
MDU,Buy,830,1631.4
CGG,Buy,160,1421.5
KKK,Sell,590,1691
EEE,Sell,440,1298.3
SSS,Sell,310,891
FVD,Sell,160,656
FFF,Sell,710,248
GKH,Sell,970,1321.3
NEH,Sell,410,510
FVD,Buy,510,656
SSS,Sell,960,863
MDU,Sell,100,1613.1
GKH,Sell,190,1328.2
TQM,Sell,310,1068
DLH,Sell,440,176
MDU,Buy,440,1675.7
NEH,Sell,630,514
EEE,Sell,530,1326.1
FFF,Buy,410,246
FFF,Buy,140,250
GKH,Buy,410,1333.7
HSW,Sell,990,1068.4
PDB,Sell,80,472
FFF,Sell,60,249
PDB,Buy,840,469
NEH,Buy,980,515
HRT,Buy,650,915
VVV,Sell,450,1402.1
FFF,Sell,780,243
FFF,Sell,740,248
MMM,Buy,360,1689.6
CCC,Sell,730,1232.3
WWW,Sell,770,1500.5
PPP,Sell,130,958
AAA,Buy,880,1209.6
VVV,Sell,740,1405.7
HSW,Buy,390,1066.1
GGG,Sell,180,590
FVD,Buy,650,656
GKH,Sell,210,1318.7
TTT,Buy,750,1317.5
EEE,Buy,20,1310.5
AAA,Sell,620,1212.6
NNN,Sell,610,635
KKK,Buy,110,1702.2
YYY,Sell,260,60
GKH,Buy,150,1352.6
CCC,Buy,720,1229.9
VVV,Buy,830,1396.8
CCC,Buy,980,1248.5
EEE,Buy,190,1349.6
TQM,Sell,270,1049.2
EEE,Sell,620,1317.8
UUU,Sell,980,680
MMM,Sell,370,1674.7
CCC,Buy,770,1244
CGG,Sell,450,1422.2
FFF,Buy,820,247
GKH,Buy,980,1342.8
AAA,Buy,820,1195.8
VVV,Sell,510,1394.6
TTT,Buy,200,1319.1
NEH,Sell,450,516
TTT,Buy,310,1326
HRT,Buy,30,920
CCC,Buy,600,1223.5
GGG,Buy,230,591
FFF,Sell,710,247
HHH,Buy,390,1922.4
KKK,Buy,720,1677.7
TTT,Buy,680,1322.8
FVD,Buy,290,661
PDB,Sell,780,468
SSS,Sell,200,863
VVV,Sell,560,1413.2
CCC,Sell,250,1217.5
GGG,Buy,130,587
NEH,Buy,120,506
TTT,Sell,910,1320.7
UUU,Sell,760,686
AAA,Sell,720,1230.7
SSS,Buy,830,877
FFF,Sell,280,247
TQM,Sell,420,1056.7
TTT,Buy,250,1326
RRR,Sell,270,114
TQM,Sell,820,1073
BBB,Sell,530,465
NNN,Sell,210,628
GGG,Sell,600,584
SSS,Sell,620,868
TQM,Buy,100,1063.8
VVV,Buy,30,1404.5
BBB,Buy,870,461
GKH,Buy,260,1320
XXX,Sell,330,1361.7
MMM,Buy,720,1682.1
AAA,Buy,440,1197.5
HRT,Buy,480,922
EEE,Sell,440,1313
GKH,Buy,20,1331.2
YYY,Buy,40,61
TQM,Buy,880,1070.3
PDB,Sell,140,458
PDB,Buy,360,467
VVV,Buy,260,1400.9
PDB,Sell,90,471
BBB,Buy,140,467
CGG,Buy,600,1412.7
DLH,Sell,430,172
SSS,Buy,950,864
GKH,Sell,520,1344.5
EEE,Buy,40,1310.7
TTT,Buy,910,1335.4
CCC,Sell,350,1245.8
PDB,Buy,190,468
FFF,Buy,100,249
VVV,Sell,670,1383.3
MMM,Buy,480,1676.5
BBB,Sell,840,465
PDB,Buy,80,460
MDU,Buy,720,1658.3
EEE,Sell,360,1323.2
BBB,Sell,990,473
TTT,Sell,310,1345.4
EEE,Buy,20,1324.8
FFF,Buy,180,248
QQQ,Buy,130,1638.4
KKK,Buy,390,1683.4
AAA,Buy,310,1198.6
DLH,Sell,110,174
PDB,Sell,410,461
SSS,Sell,820,875
GKH,Buy,660,1328.6
FVD,Buy,530,656
NEH,Buy,430,515
YYY,Buy,630,61
CGG,Sell,400,1414.1
FFF,Sell,100,247
DDD,Sell,200,1582.8
GGG,Buy,500,583
GGG,Buy,860,588
TTT,Buy,80,1306
KKK,Buy,930,1661.5
WWW,Buy,300,1510.7
CCC,Buy,840,1252.3
TTT,Buy,990,1324.3
NEH,Sell,890,515
DLH,Sell,50,175
DLH,Sell,450,175
NNN,Buy,270,639
JJJ,Buy,710,725
NEH,Sell,140,510
CGG,Buy,60,1429.4
FFF,Buy,580,247
GGG,Buy,240,591
HRT,Sell,540,930
CCC,Sell,20,1236.3
RRR,Buy,310,114
FVD,Sell,660,658
GKH,Buy,650,1345.4
UUU,Sell,380,675
PPP,Buy,700,953
YYY,Sell,90,61
GKH,Buy,570,1342.3
GGG,Sell,110,588
TTT,Buy,350,1335.2
HSW,Buy,650,1053.7
GGG,Sell,990,587
HSW,Sell,260,1063
NNN,Buy,640,626
VVV,Buy,650,1414.4
KKK,Sell,750,1659
RRR,Buy,50,114
GGG,Sell,300,584
MMM,Sell,760,1713
TQM,Buy,580,1060.2
CCC,Buy,200,1227.2
NEH,Sell,890,515
YYY,Sell,650,61
PDB,Buy,840,467
CCC,Sell,320,1231.2
HRT,Sell,100,935
BBB,Sell,10,458
GGG,Sell,120,586
NNN,Buy,650,634
BBB,Sell,900,463
CCC,Sell,330,1256.5
EEE,Buy,320,1328.8
CCC,Buy,690,1248.5
HRT,Buy,490,923
MMM,Sell,140,1665.8
GKH,Sell,280,1344.4
AAA,Buy,150,1215.3
BBB,Buy,830,468
AAA,Sell,560,1216.1
MMM,Sell,100,1699.4
TTT,Sell,230,1307.2
MDU,Buy,810,1654.1
MDU,Sell,80,1644.6
BBB,Sell,150,465
TQM,Sell,900,1056.2
TQM,Sell,500,1063.4
FFF,Sell,210,243
NEH,Buy,780,519
GGG,Buy,50,594
PDB,Buy,30,475
QQQ,Buy,410,1685.2
TQM,Sell,150,1061.9
FVD,Sell,520,655
HSW,Sell,970,1070.7
RRR,Sell,660,112
AAA,Buy,700,1194.8
PDB,Sell,550,466
TTT,Buy,850,1298.7
HRT,Sell,820,925
SSS,Sell,480,875
SSS,Buy,80,884
PDB,Buy,10,468
TQM,Buy,810,1069
PDB,Buy,30,472
PDB,Sell,150,474
VVV,Buy,510,1427.2
SSS,Buy,670,887
FFF,Sell,420,248
NEH,Sell,840,516
CCC,Sell,540,1260.2
DLH,Sell,10,174
DLH,Sell,60,172
DDD,Sell,20,1580.4
FFF,Sell,400,245
FFF,Sell,570,245
GKH,Sell,560,1331.2
UUU,Sell,720,679
MMM,Buy,140,1703.8
BBB,Sell,270,468
SSS,Sell,370,887
PDB,Buy,760,464
VVV,Buy,840,1430.3
FFF,Sell,540,246
FFF,Sell,880,248
FVD,Sell,760,664
TQM,Buy,180,1058.2
PDB,Buy,870,467
CGG,Buy,510,1422
WWW,Buy,660,1517.5
VVV,Sell,100,1402.2
GGG,Sell,550,584
EEE,Buy,110,1320.7
GGG,Sell,770,589
TTT,Buy,320,1294.1
DLH,Sell,680,171
KKK,Buy,820,1667.7
CGG,Buy,790,1407.2
RRR,Buy,750,113
EEE,Sell,10,1327.6
HRT,Sell,120,932
DLH,Sell,710,175
GGG,Sell,640,600
AAA,Buy,690,1217.4
FFF,Buy,920,245
MMM,Buy,370,1678.7
VVV,Sell,780,1406.7
FFF,Sell,660,247
PDB,Buy,640,465
GGG,Buy,490,593
AAA,Buy,410,1199.8
HRT,Sell,10,910
KKK,Buy,460,1686.1
GGG,Buy,310,589
CCC,Sell,350,1232
HRT,Sell,900,905
VVV,Buy,190,1410.6
CGG,Sell,70,1393.2
TTT,Buy,860,1318.8
DLH,Buy,30,178
SSS,Sell,580,866
CGG,Sell,610,1386.7
FVD,Sell,710,664
SSS,Sell,670,869
KKK,Sell,980,1684.6
SSS,Buy,10,873
NEH,Buy,780,521
TQM,Buy,630,1061.4
FFF,Buy,470,245
FVD,Buy,190,646
SSS,Buy,110,868
DLH,Sell,720,176
XXX,Buy,110,1360.7
VVV,Sell,360,1402.5
GKH,Buy,710,1314.6
TTT,Sell,380,1328.1
GGG,Sell,990,586
YYY,Buy,500,62
VVV,Sell,910,1393
GGG,Sell,840,591
DDD,Buy,640,1589.2
DLH,Sell,890,174
DLH,Sell,890,177
MDU,Buy,160,1616
GKH,Buy,590,1339.5
VVV,Buy,520,1403.1
PDB,Buy,660,459
HRT,Sell,510,919
VVV,Sell,570,1398.9
DLH,Buy,590,173
TQM,Buy,740,1061.5
NNN,Sell,680,641
PDB,Sell,930,474
HSW,Sell,350,1054
GGG,Sell,50,591
VVV,Sell,30,1428.6
KKK,Buy,860,1684.6
HSW,Buy,470,1063.5
HHH,Sell,830,1913
PDB,Buy,650,465
VVV,Sell,740,1414.5
BBB,Sell,590,468
HRT,Sell,880,914
EEE,Sell,570,1326.8
YYY,Buy,490,62
VVV,Buy,660,1422.8
DDD,Sell,630,1569.1
MMM,Buy,10,1667.6
VVV,Buy,970,1398
GKH,Sell,470,1300.8
GKH,Sell,360,1340.3
DLH,Sell,260,173
FFF,Buy,160,244
BBB,Sell,530,472
DLH,Buy,420,172
CCC,Buy,560,1276.6
PPP,Sell,840,951
GKH,Buy,140,1334.5
TTT,Sell,870,1318.1
MDU,Buy,330,1659.1
VVV,Buy,940,1440.7
NNN,Sell,80,629
FFF,Sell,450,248
CCC,Buy,320,1275.2
TQM,Sell,90,1071.6
TTT,Buy,850,1327
VVV,Buy,880,1383.9
CGG,Buy,510,1413
CCC,Sell,430,1256.2
GKH,Buy,720,1314.8
CCC,Buy,290,1251.8
GGG,Buy,190,585
SSS,Sell,630,880
TQM,Sell,800,1069.1
SSS,Sell,130,861
BBB,Sell,80,468
BBB,Sell,420,474
GGG,Buy,400,592
TTT,Buy,780,1341.3
GKH,Sell,810,1330.5
KKK,Buy,540,1688
NEH,Sell,580,519
AAA,Sell,580,1230.9
TTT,Sell,140,1319.6
RRR,Sell,530,115
EEE,Buy,910,1350.5
TTT,Buy,460,1324.3
TTT,Buy,300,1311.2
TQM,Buy,430,1054.8
FVD,Buy,370,654
FFF,Buy,510,248
KKK,Sell,860,1678.4
KKK,Sell,110,1672.2
PPP,Sell,890,937
NEH,Buy,810,509
RRR,Sell,690,113
PDB,Sell,580,465
AAA,Buy,900,1239.2
VVV,Sell,890,1400.6
UUU,Sell,270,685
DLH,Sell,920,174
BBB,Sell,430,466
KKK,Sell,330,1672.5
MMM,Sell,930,1687.1
MMM,Sell,220,1706.5
VVV,Sell,280,1390.1
VVV,Sell,790,1417
BBB,Buy,620,461
FFF,Sell,460,246
GGG,Buy,720,595
HSW,Sell,820,1055.3
RRR,Buy,640,113
CCC,Buy,890,1231.6
FFF,Sell,780,247
BBB,Sell,350,467
GKH,Buy,160,1318.9
NEH,Sell,560,516
GKH,Buy,850,1310.1
AAA,Buy,380,1224.2
CCC,Sell,670,1253.8
EEE,Buy,10,1341.5
TTT,Sell,330,1306
FFF,Sell,640,248
NEH,Buy,20,515
VVV,Sell,650,1393.3
VVV,Buy,540,1429.1
MMM,Buy,770,1695
HSW,Sell,870,1060.7
BBB,Buy,650,462
CGG,Sell,800,1406.8
BBB,Buy,270,474
SSS,Sell,470,901
YYY,Buy,400,62
GGG,Buy,610,593
GGG,Buy,250,585
CCC,Buy,800,1251.8
FFF,Buy,10,247
GGG,Buy,590,588
DLH,Sell,380,174
GKH,Sell,280,1339.2
MMM,Buy,310,1681.5
CCC,Sell,860,1232.2
KKK,Buy,750,1687.4
DLH,Buy,300,174
VVV,Buy,400,1418
GKH,Buy,170,1332.2
TTT,Sell,110,1330.9
YYY,Buy,590,62
KKK,Buy,720,1662.1
MDU,Buy,920,1656.1
EEE,Buy,730,1298.8
BBB,Sell,280,468
BBB,Buy,800,461
QQQ,Sell,440,1634.4
GGG,Buy,190,585
HRT,Buy,770,928
TTT,Sell,60,1339.6
CGG,Sell,530,1412.5
VVV,Sell,230,1425.3
